GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B22,B_B30,B_B42,B_B46,B_B50,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T13,T_T16,T_T19,T_T20,T_T22,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
012002002,20518.713066316483,11290,DAPHNE CITY,01,002,9892071.569271177,,,,,,,,,,20518.713066316483,1760505.5810899541,7358010.50558109,77971.10965200263,207239.00196979646,45141.16874589626,443204.20223243604,,,,,1992,1990,1.8174236551210348,876.1799441338509,0.5974199241078152,6.775571485519392
012002004,49244.91135915956,8485,FAIRHOPE CITY,01,002,1571733.4208798425,,,,,,49244.91135915956,,,,,1194189.1004596192,,377544.3204202233,,,,,,,,1992,1990,5.803760914456047,185.23670251972214,1.7585061409370961,5.221634480329742
012003004,207239.00196979646,13220,EUFAULA CITY,01,003,6769123.440577808,,,,,,,,,,207239.00196979646,1307042.02232436,4093483.2567301383,434996.7170059094,301625.0820748523,174409.0610636901,457567.3013788576,,,,,1992,1990,15.67617261496191,512.0365688788054,2.7521418916930593,6.238396046080381
012007004,157994.09061063692,464,MCKENZIE TOWN,01,007,90282.33749179252,,,,,,,,,,157994.09061063692,10259.356533158241,80022.98095863427,,,,,,,,,1992,1990,340.5045056263727,194.5740032150701,5.830428357884906,5.270812569949483
012008004,55400.525279054506,10283,JACKSONVILLE CITY,01,008,4315085.357846356,,,,,,,,,,55400.525279054506,590938.9363099147,3533322.390019698,8207.485226526593,98489.82271831912,84126.72357189757,,,,,,1992,1990,5.387583903438151,419.63292403446036,1.6840970290326158,6.039380338730986
012009001,2051.871306631648,200,FIVE POINTS TOWN,01,009,24622.45567957978,,,,,,,,,,2051.871306631648,20518.713066316483,,,,,4103.742613263296,,,,,1992,1990,10.259356533158241,123.1122783978989,2.3281901217094405,4.813096771497441
012009601,47193.04005252791,8173,VALLEY CITY,01,009,3030613.9198949444,,,,,,,47193.04005252791,,,,47193.04005252791,2404793.1713722916,4103.742613263296,219550.22980958637,49244.91135915956,305728.82468811556,,,,,1992,1990,5.774261599477293,370.8080166273026,1.7534103866704973,5.9156844532727275
012011003,4103.742613263296,725,MAPLESVILLE TOWN,01,011,301625.0820748523,,,,,,,,,,4103.742613263296,38985.55482600132,209290.87327642812,,,,53348.65397242286,,,,,1992,1990,5.660334638983857,416.03459596531354,1.7334830139627477,6.030768420181539
012013005,410374.26132632967,4301,THOMASVILLE CITY,01,013,4319189.100459619,,,,,,,,,,410374.26132632967,145682.86277084702,3999097.1766250823,,,,174409.0610636901,,,,,1992,1990,95.41368549786786,1004.2290398650591,4.558222022021778,6.911975401590222
012014001,12311.22783978989,2034,ASHLAND CITY,01,014,845370.9783322391,,,,,,,,,,12311.22783978989,108749.17925147736,586835.1936966514,,,,149786.60538411033,,,,,1992,1990,6.052717718677429,415.61995001585007,1.800507380877027,6.029771260998499
012014002,258535.78463558768,2394,LINEVILLE CITY,01,014,724310.5712409718,,,,,,,,,,258535.78463558768,57452.39658568615,584783.3223900198,,,,82074.85226526593,,,,,1992,1990,107.9932266648236,302.55245248160895,4.682068509091037,5.712254659072856
012015003,63608.01050558109,2906,HEFLIN CITY,01,015,1315249.5075508866,,,,,,,,,,63608.01050558109,229809.5863427446,929497.7019041367,,,,155942.21930400527,,,,,1992,1990,21.888510153331417,452.59790349307866,3.085961848612395,6.115004101047919
012016002,816644.780039396,20123,ENTERPRISE CITY,01,016,13872701.904136574,,,,,,,,,,816644.780039396,2267317.7938279714,10353742.613263298,740725.541694025,235965.20026263956,217498.3585029547,57452.39658568615,,,,,1992,1990,40.58265566960175,689.3953140255715,3.7033407750755467,6.535814856881787
012016003,6155.613919894945,595,KINSTON TOWN,01,016,71815.4957321077,,,,,,,,,,6155.613919894945,59504.267892317795,,,,,12311.22783978989,,,,,1992,1990,10.345569613268815,120.69831215480285,2.336558371379957,4.793294144201261
012017001,20518.713066316483,1479,CHEROKEE TOWN,01,017,361129.3499671701,,,,,,,,,,20518.713066316483,67711.7531188444,293417.5968483257,,,,,,,,,1992,1990,13.873369213195728,244.17129815224482,2.629971118540723,5.497870020584829
012017004,6155.613919894945,9611,MUSCLE SHOALS CITY,01,017,11457649.376231125,,,,6155.613919894945,,,,,,,644287.5902823375,8763542.35062377,802281.6808929745,972586.9993434013,231861.45764937624,43089.297439264614,,,,,1992,1990,0.6404759046816091,1192.1391505807017,-0.44554377789769745,7.083504577876401
012018003,4103.742613263296,293,REPTON TOWN,01,018,34881.81221273802,,,,,,,,,,4103.742613263296,28726.198292843073,,,,,6155.613919894945,,,,,1992,1990,14.005947485540261,119.05055362709221,2.6394820598003554,4.779548223296626
012020802,332403.15167432703,265,GANTT TOWN,01,020,137475.37754432042,,,,,,,,,,332403.15167432703,16414.970453053185,121060.40709126725,,,,,,,,,1992,1990,1254.3515157521774,518.7750096012091,7.134373997503639,6.251470281662221
012021003,449359.81615233095,208,GLENWOOD TOWN,01,021,6155.613919894945,,,,,,2051.871306631648,,,,447307.9448456993,6155.613919894945,,,,,,,,,,1992,1990,2160.3837315015912,29.59429769180262,7.67804113837266,3.387581697224269
012022002,1247537.7544320421,578,GARDEN CITY TOWN,01,022,16414.970453053185,,,,,,4103.742613263296,,,,1243434.011818779,14363.099146421537,,,,,2051.871306631648,,,,,1992,1990,2158.3698173564744,28.399602859953607,7.677108501551267,3.3463751612649357
012023002,615561.3919894944,1819,MIDLAND CITY TOWN,01,023,346766.25082074857,,,,,,,,,,615561.3919894944,36933.68351936967,309832.5673013789,,,,,,,,,1992,1990,338.40648267701727,190.6356519080531,5.824247784395556,5.250364024662429
012023501,2097012.4753775445,5117,DALEVILLE CITY,01,023,1602511.4904793173,,,,,,,2097012.4753775445,,,,170305.3184504268,1120321.73342088,59504.267892317795,172357.18975705846,43089.297439264614,36933.68351936967,,,,,1992,1990,409.8128738279352,313.1740258900366,6.0157006502160355,5.746759029292071
012024002,789970.4530531846,23755,SELMA CITY,01,024,20750574.523965858,,,,,,,789970.4530531846,,,,3523063.03348654,16710439.921208143,443204.20223243604,,73867.36703873934,,,,,,1992,1990,33.25491277849651,873.5245011141174,3.50420250892424,6.772536178538626
012025003,947964.5436638215,11838,FORT PAYNE CITY,01,025,9787426.132632961,,,,,,26674.32698621143,,,,921290.2166776101,1124425.4760341432,7628857.518056468,,703791.8581746554,330351.2803676954,,,,,,1992,1990,80.07809965060159,826.7803795094578,4.383002404088546,6.717539096889194
012027001,18466.841759684834,8046,ATMORE CITY,01,027,4729563.361785949,,,,,,,,,,18466.841759684834,763296.1260669732,1928759.0282337493,1709208.798424163,260587.65594221934,57452.39658568615,10259.356533158241,,,,,1992,1990,2.2951580611092264,587.8154812063074,0.8308017130839631,6.376413091178493
012027003,34881.81221273802,2579,EAST BREWTON CITY,01,027,525279.0544977019,,,,,,,,,,34881.81221273802,100541.69402495076,252380.17071569274,,,,172357.18975705846,,,,,1992,1990,13.525324626885622,203.6754767342776,2.6045638264323485,5.316527926855695
012028002,18466.841759684834,6859,ATTALLA CITY,01,028,2930072.2258699937,,,,,,,,,,18466.841759684834,564264.6093237032,1694845.6992777414,155942.21930400527,439100.45961917273,75919.23834537099,,,,,,1992,1990,2.6923519113113916,427.18650326140744,0.9904151280943753,6.057220693657685
012028003,2603824.6881155614,42523,GADSDEN CITY,01,028,30542104.399212085,,,,,,,2603824.6881155614,,,,4347915.2987524625,24255170.715692714,716103.0860144453,808437.2948128694,414478.0039395929,,,,,,1992,1990,61.233325214955705,718.2490510832275,4.114691570971944,6.576816376707433
012028006,41037.426132632965,7673,RAINBOW CITY CITY,01,028,3221437.951411688,,,,,,,,,,41037.426132632965,441152.3309258044,2636654.629021668,6155.613919894945,73867.36703873934,63608.01050558109,,,,,,1992,1990,5.3482896041486985,419.84073392567285,1.676776809633803,6.039875434422166
012028501,8207.485226526593,5580,SOUTHSIDE CITY,01,028,904875.2462245568,,,,,,,,,,8207.485226526593,295469.46815495734,301625.0820748523,43089.297439264614,244172.68548916615,20518.713066316483,,,,,,1992,1990,1.4708754886248374,162.16402262088832,0.3858577940020112,5.088608308328967
012029002,6153562.048588313,4909,FAYETTE CITY,01,029,2529957.3210768225,,,,,,,,,,6153562.048588313,303676.95338148397,2226280.3676953386,,,,,,,,,1992,1990,1253.526593723429,515.3712204271384,7.133716132948433,6.244887457363769
012030004,6155.613919894945,7812,RUSSELLVILLE CITY,01,030,5568778.726198293,,,,6155.613919894945,,,,,,,1448621.1424819436,3537426.1326329615,,393959.2908732765,188772.16021011164,,,,,,1992,1990,0.7879690117633058,712.8492993085373,-0.23829651507098262,6.569270036655722
012032002,10259.356533158241,2281,EUTAW CITY,01,032,601198.2928430729,,,,,,2051.871306631648,,,,8207.485226526593,137475.37754432042,387803.6769533815,,,,75919.23834537099,,,,,1992,1990,4.497745082489365,263.56786183387675,1.5035761784071895,5.574310874990156
012032601,6155.613919894945,321,UNION TOWN,01,032,143630.9914642154,,,,,,,,,,6155.613919894945,24622.45567957978,102593.56533158242,,,,16414.970453053185,,,,,1992,1990,19.17636735169765,447.4485715396118,2.953678653795571,6.103561607176821
012034001,2051.871306631648,3173,ABBEVILLE CITY,01,034,1276263.9527248852,,,,2051.871306631648,,,,,,,180564.67498358505,1095699.2777413002,,,,,,,,,1992,1990,0.6466660279330754,402.2262693743729,-0.4359253033257184,5.997014789413461
012035001,26674.32698621143,1926,ASHFORD CITY,01,035,469878.52921864745,,,,,,,,,,26674.32698621143,88230.46618516087,381648.0630334866,,,,,,,,,1992,1990,13.849598642892746,243.9660068632645,2.6282562533609433,5.497028899453646
012035004,1025935.6533158241,53589,DOTHAN CITY,01,035,32335439.921208143,,,,,,,1025935.6533158241,,,,3112688.77216021,26764609.32370322,1717416.2836506895,,685325.0164149705,55400.525279054506,,,,,1992,1990,19.14451945951266,603.3969643249201,2.952016484562675,6.402575295762555
012036001,391907.4195666448,2936,BRIDGEPORT CITY,01,036,549901.5101772817,,,,,,,,,,391907.4195666448,88230.46618516087,461671.04399212083,,,,,,,,,1992,1990,133.4834535308736,187.29615469253463,4.893977526569701,5.232691079033928
012036002,133371.63493105714,916,HOLLYWOOD TOWN,01,036,172357.18975705846,,,,,,,,,,133371.63493105714,82074.85226526593,90282.33749179252,,,,,,,,,1992,1990,145.6022215404554,188.16287091381926,4.980878393478984,5.237307922426661
012036401,98489.82271831912,740,SKYLINE TOWN,01,036,139527.24885095208,,,,,,,,,,98489.82271831912,22570.58437294813,116956.66447800395,,,,,,,,,1992,1990,133.09435502475557,188.5503362850704,4.891058312967153,5.239365007235368
012037002,2021093.2370321734,33497,BESSEMER CITY,01,037,23859159.553512804,,,,,,,2021093.2370321734,,,,6795797.767564019,16503200.919238348,104645.43663821406,,,455515.4300722259,,,,,1992,1990,60.33654467660308,712.2775040604473,4.099937967865255,6.568467588371933
012037003,27589461.58896914,265968,BIRMINGHAM CITY,01,037,172336671.04399213,,,,,,,3276838.476690742,,,24312623.112278398,56734241.62836508,115462902.1667761,,,,139527.24885095208,,,,,1992,1990,103.73225947846787,647.9601720657829,4.641813151511219,6.4738292316019095
012037014,82074.85226526593,1096,KIMBERLY TOWN,01,037,86178.59487852923,,,,,,,82074.85226526593,,,,14363.099146421537,71815.4957321077,,,,,,,,,1992,1990,74.88581411064409,78.6301048161763,4.315964474863453,4.364754639032885
012037015,155942.21930400527,9946,LEEDS CITY,01,037,5092744.5830597505,,,,,,,,,,155942.21930400527,982846.3558765595,3079858.831254104,326247.53775443207,227757.71503611296,131319.76362442548,344714.3795141169,,,,,1992,1990,15.678887925196587,512.0394714518148,2.7523150892691244,6.238401714747345
012037027,2051.871306631648,3280,WARRIOR CITY,01,037,1458880.499015102,,,,,,,,,,2051.871306631648,517071.56927117537,941808.9297439265,,,,,,,,,1992,1990,0.6255705203145269,444.7806399436286,-0.4690912131207123,6.097581216682529
