GEOID_FIN,federal_transfers_real_2017,POPULATION,ID_NAME,STATE_FIPS,COUNTY_FIPS,tax_revenue_real_2017,B_B01,B_B21,B_B30,B_B42,B_B46,B_B50,B_B59,B_B79,B_B80,B_B89,T_T01,T_T09,T_T10,T_T11,T_T13,T_T16,T_T19,T_T20,T_T21,T_T22,T_T27,T_T28,T_T29,YEAR,decade,federal_transfers_pc,tax_revenue_pc,log_transfers_pc,log_tax_pc
4011550,7000.0,198.0,CANEY TOWN,40,005,62000.0,,,,,,,,,,7000.0,,62000.0,,,,,,,,,,,,2017,2010,35.35353535353536,313.1313131313131,3.565398397342915,5.746622633332693
4012050,197000.0,1700.0,CARNEGIE TOWN,40,015,751000.0,197000.0,,,,,,,,,,,729000.0,,,,,,,,,,22000.0,,2017,2010,115.88235294117646,441.7647058823529,4.752575477675818,6.090777400701964
4012650,30000.0,847.0,CASHION TOWN,40,073,315000.0,,,,,,,,,,30000.0,,301000.0,,,,,,,,,,11000.0,3000.0,2017,2010,35.41912632821724,371.900826446281,3.567251965992238,5.918627223155716
4012960,10000.0,317.0,CEDAR VALLEY CITY,40,083,237000.0,,,,,,,,,,10000.0,,234000.0,,,,,,,,,,3000.0,,2017,2010,31.545741324921135,747.6340694006309,3.451438598098902,6.616913646239988
4013500,144000.0,3175.0,CHANDLER CITY,40,081,2995000.0,126000.0,,,,,,,,,18000.0,,2986000.0,,,,,,,,,,9000.0,,2017,2010,45.354330708661415,943.3070866141733,3.8145056672313458,6.849391878204894
4013650,449000.0,3261.0,CHECOTAH CITY,40,091,5099000.0,,,,,,262000.0,,,157000.0,30000.0,,5096000.0,,,,,,,,,,3000.0,,2017,2010,137.68782582030053,1563.6307881018092,4.924988990935073,7.354765824247973
4013700,87000.0,1969.0,CHELSEA TOWN,40,131,922000.0,,,,,,87000.0,,,,,,905000.0,,,,,,,,,,17000.0,,2017,2010,44.184865413915695,468.25799898425595,3.7883823189975954,6.149019423899605
4013750,12000.0,1560.0,CHEROKEE CITY,40,003,623000.0,12000.0,,,,,,,,,,,614000.0,,,,,8000.0,,,,,1000.0,,2017,2010,7.6923076923076925,399.35897435897436,2.0402208285265546,5.989860697526008
4013900,24000.0,824.0,CHEYENNE TOWN,40,129,590000.0,,,,,,,,,,24000.0,,583000.0,,,,,,,,,,7000.0,,2017,2010,29.12621359223301,716.0194174757281,3.371638579420611,6.57370728597243
4013950,25000.0,16488.0,CHICKASHA CITY,40,051,12602000.0,,,,,,,,,,25000.0,123000.0,11894000.0,,,,,392000.0,,,,,193000.0,,2017,2010,1.5162542455118875,764.3134400776322,0.4162429812800429,6.638977966913843
4014500,5000.0,165.0,CIMARRON CITY TOWN,40,083,122000.0,,,,,,,,,,5000.0,,121000.0,,,,,,,,,,1000.0,,2017,2010,30.303030303030305,739.3939393939394,3.411247717515657,6.605830849814813
4014700,629000.0,18997.0,CLAREMORE CITY,40,131,12468000.0,627000.0,,,,,,,,,2000.0,18000.0,12058000.0,,,,,233000.0,,,,,159000.0,,2017,2010,33.11049113017845,656.3141548665578,3.4998501847375287,6.486639568924316
4015350,128000.0,3216.0,CLEVELAND CITY,40,117,1996000.0,,,,,,,,,,128000.0,,1985000.0,,,,,10000.0,,,,,1000.0,,2017,2010,39.80099502487562,620.6467661691543,3.6838919126028973,6.430762105554689
4015400,675000.0,9565.0,CLINTON CITY,40,039,6163000.0,,,,,,45000.0,,,630000.0,,,5792000.0,,,,,316000.0,,,,,,55000.0,2017,2010,70.5697856769472,644.3282801881861,4.256602087980314,6.468208348070027
4016350,38000.0,6492.0,COLLINSVILLE CITY,40,143,1203000.0,,,,,,38000.0,,,,,,1148000.0,,,,,,,,,,55000.0,,2017,2010,5.85335797905114,185.30499075785582,1.767015510074041,5.222003066322334
4016400,4000.0,137.0,COLONY TOWN,40,149,96000.0,,,,,,,,,,4000.0,,95000.0,,,,,,,,,,1000.0,,2017,2010,29.197080291970803,700.7299270072992,3.3740687142739025,6.552122544621849
4017100,22000.0,741.0,COPAN TOWN,40,147,547000.0,,,,,,,,,,22000.0,,541000.0,,,,,,,,,,6000.0,,2017,2010,29.68960863697706,738.1916329284751,3.390797107044366,6.604203456108031
4017350,5000.0,158.0,CORNISH TOWN,40,067,116000.0,,,,,,,,,,5000.0,,115000.0,,,,,,,,,,1000.0,,2017,2010,31.645569620253166,734.1772151898734,3.454598158389271,6.598750437061535
4017950,100000.0,357.0,COYLE TOWN,40,083,112000.0,,,,,,,,,,100000.0,,112000.0,,,,,,,,,,,,2017,2010,280.1120448179272,313.72549019607845,5.63518968319059,5.748518368497592
4018850,229000.0,7867.0,CUSHING CITY,40,119,5649000.0,,,,,,,,,,229000.0,,5585000.0,,,,,,,,,,64000.0,,2017,2010,29.10893606203127,718.062793949409,3.3710452082071343,6.576557021978156
4018950,4000.0,399.0,CUSTER CITY TOWN,40,039,120000.0,,,,,,,,,,4000.0,,120000.0,,,,,,,,,,,,2017,2010,10.025062656641603,300.7518796992481,2.3050882232121643,5.70628560487432
4019450,5000.0,2794.0,DAVIS CITY,40,099,1230000.0,,,,,,,,,,5000.0,44000.0,1183000.0,,,,,,,,,,3000.0,,2017,2010,1.7895490336435218,440.22906227630637,0.5819636515993303,6.087295187531693
4020650,25000.0,827.0,DIBBLE TOWN,40,087,311000.0,,,,,,,,,,25000.0,,311000.0,,,,,,,,,,,,2017,2010,30.22974607013301,376.05804111245465,3.4088264088266467,5.92974349613768
4020850,10000.0,566.0,DILL CITY TOWN,40,149,37000.0,,,,,,10000.0,,,,,,36000.0,,,,,,,,,,1000.0,,2017,2010,17.6678445229682,65.37102473498233,2.871746293773,4.1800791134231785
4021350,14000.0,473.0,DOVER TOWN,40,073,346000.0,,,,,,,,,,14000.0,,342000.0,,,,,,,,,,4000.0,,2017,2010,29.59830866807611,731.5010570824525,3.3877172201054626,6.595098665547928
4021750,537000.0,2880.0,DRUMRIGHT CITY,40,037,885000.0,,,,,,,,,,537000.0,,856000.0,,,,,16000.0,,,,,13000.0,,2017,2010,186.45833333333334,307.2916666666667,5.22820780036101,5.727797350860075
4021900,47000.0,23231.0,DUNCAN CITY,40,137,8926000.0,,,,,,,,,,47000.0,4000.0,8388000.0,,,,,403000.0,,,,,131000.0,,2017,2010,2.023158710343937,384.22797124531877,0.7046600080712309,5.951236051550388
4022050,3421000.0,17286.0,DURANT CITY,40,013,17988000.0,,,,,798000.0,,,,2454000.0,169000.0,,17740000.0,,,,,,,,,,,248000.0,2017,2010,197.90581973851673,1040.610898993405,5.287791259647158,6.947563222560151
4022550,12000.0,407.0,EAST DUKE TOWN,40,065,290000.0,,,,,,,,,,12000.0,,287000.0,,,,,,,,,,3000.0,,2017,2010,29.484029484029485,712.5307125307125,3.3838487433275426,6.568823016520062
4023200,944000.0,90092.0,EDMOND CITY,40,109,70196000.0,,,,,,444000.0,,,,500000.0,,68198000.0,,,,,464000.0,,,,,1534000.0,,2017,2010,10.478177862629313,779.1590818274652,2.349294795706369,6.658215237894366
4023450,37000.0,2969.0,ELGIN TOWN,40,031,1273000.0,,,,,,,,,33000.0,4000.0,,1262000.0,,,,,,,,,,,11000.0,2017,2010,12.462108454024925,428.7638935668575,2.522692716862602,6.0609064027757835
4023500,59000.0,12717.0,ELK CITY CITY,40,009,14804000.0,59000.0,,,,,,,,,,193000.0,14060000.0,,,,,451000.0,,,,,100000.0,,2017,2010,4.6394589919006055,1164.111032476213,1.5345977628671097,7.059713012467437
4023950,851000.0,51776.0,ENID CITY,40,047,35508000.0,300000.0,,,,,551000.0,,,,,533000.0,33285000.0,,,,,1391000.0,,,,,298000.0,1000.0,2017,2010,16.436186650185412,685.800370828183,2.7994854071373476,6.530586580752184
4024650,5000.0,2936.0,EUFAULA CITY,40,091,2039000.0,,,,,,,,,,5000.0,,1951000.0,,,,,66000.0,,,,,,22000.0,2017,2010,1.7029972752043596,694.4822888283379,0.5323898016818311,6.5431666598221865
4025100,250000.0,2655.0,FAIRVIEW CITY,40,093,1436000.0,250000.0,,,,,,,,,,,1308000.0,,,,,124000.0,,,,,,4000.0,2017,2010,94.16195856873823,540.8662900188324,4.545016263168344,6.293172094914268
4027800,87000.0,3692.0,FREDERICK CITY,40,141,926000.0,87000.0,,,,,,,,,,,907000.0,,,,,12000.0,,,,,,7000.0,2017,2010,23.564463705308775,250.81256771397616,3.159739802013978,5.524705918005574
4027900,1000.0,23.0,FRIENDSHIP TOWN,40,065,17000.0,,,,,,,,,,1000.0,,17000.0,,,,,,,,,,,,2017,2010,43.47826086956522,739.1304347826087,3.7722610630529876,6.605474407109203
4028700,8000.0,251.0,GARVIN TOWN,40,089,187000.0,,,,,,,,,,8000.0,,185000.0,,,,,,,,,,2000.0,,2017,2010,31.872509960159363,745.0199203187251,3.461743881530189,6.61341095670494
4029150,3000.0,114.0,GERTY TOWN,40,063,82000.0,,,,,,,,,,3000.0,,81000.0,,,,,,,,,,1000.0,,2017,2010,26.31578947368421,719.2982456140351,3.270169119255751,6.5782760778518945
4029400,159000.0,606.0,GLENCOE TOWN,40,119,106000.0,,,,,,8000.0,,,151000.0,,,106000.0,,,,,,,,,,,,2017,2010,262.3762376237624,174.91749174917493,5.569779495133054,5.1643143870248895
4029600,80000.0,13225.0,GLENPOOL CITY,40,143,8614000.0,,,,,,,,,,80000.0,,7101000.0,,,,,,,,,,475000.0,1038000.0,2017,2010,6.049149338374291,651.3421550094517,1.7999176569295186,6.4790350878696925
4030400,4000.0,134.0,GOULD TOWN,40,057,95000.0,,,,,,,,,,4000.0,,94000.0,,,,,,,,,,1000.0,,2017,2010,29.850746268656717,708.955223880597,3.3962098401511165,6.5637923706317665
4030750,1000.0,31.0,GRAINOLA TOWN,40,113,22000.0,,,,,,,,,,1000.0,,22000.0,,,,,,,,,,,,2017,2010,32.25806451612903,709.6774193548387,3.473768074496991,6.564810527855307
4030950,4000.0,2031.0,GRANITE CITY,40,055,164000.0,,,,,,,,,,4000.0,,164000.0,,,,,,,,,,,,2017,2010,1.9694731659281142,80.74839980305268,0.677766078521643,4.391338145225951
4031150,5000.0,156.0,GRAYSON TOWN,40,111,114000.0,,,,,,,,,,5000.0,,113000.0,,,,,,,,,,1000.0,,2017,2010,32.05128205128205,730.7692307692307,3.4673371841667002,6.594097720127095
4031600,1244000.0,6751.0,GROVE CITY,40,041,6389000.0,1244000.0,,,,,,,,,,50000.0,6193000.0,,,,,109000.0,,,,,37000.0,,2017,2010,184.26899718560213,946.3783143238039,5.216396631239391,6.85264239854261
4031700,791000.0,11270.0,GUTHRIE CITY,40,083,7094000.0,91000.0,,,,,,,,416000.0,284000.0,,6754000.0,,,,,203000.0,,,,,137000.0,,2017,2010,70.1863354037267,629.4587400177462,4.251153639715969,6.444860307281882
4031750,932000.0,11921.0,GUYMON CITY,40,139,8057000.0,423000.0,,,,400000.0,,,,,109000.0,,7850000.0,,,,,177000.0,,,,,30000.0,,2017,2010,78.18136062410872,675.8661186142102,4.359031263949727,6.515995007041331
4031900,23000.0,779.0,HAILEYVILLE CITY,40,121,561000.0,,,,,,,,,,23000.0,,555000.0,,,,,,,,,,6000.0,,2017,2010,29.525032092426187,720.1540436456996,3.3852384490405383,6.579465138634085
4032350,4000.0,135.0,HANNA TOWN,40,091,95000.0,,,,,,,,,,4000.0,,94000.0,,,,,,,,,,1000.0,,2017,2010,29.62962962962963,703.7037037037037,3.3887748616635984,6.556357392144249
4032550,6000.0,222.0,HARDESTY TOWN,40,139,28000.0,,,,,,,,,,6000.0,,28000.0,,,,,,,,,,,,2017,2010,27.027027027027028,126.12612612612612,3.2968373663379125,4.837282407285062
4032850,1049000.0,2017.0,HARTSHORNE CITY,40,121,727000.0,,,,,,,,,1049000.0,,,725000.0,,,,,,,,,,,2000.0,2017,2010,520.079325731284,360.43629152206245,6.2539813494242225,5.887315218561445
4033700,113000.0,2199.0,HENNESSEY TOWN,40,073,1292000.0,,,,,,11000.0,,,,102000.0,,1247000.0,,,,,42000.0,,,,,1000.0,2000.0,2017,2010,51.38699408822192,587.5397908140063,3.9393851071397163,6.375943972769923
4034750,4000.0,3244.0,HINTON TOWN,40,015,1149000.0,,,,,,,,,,4000.0,,1112000.0,,,,,24000.0,,,,,11000.0,2000.0,2017,2010,1.2330456226880395,354.19235511713936,0.2094872248667242,5.869840141595589
4035000,38000.0,3621.0,HOBART CITY,40,075,1301000.0,,,,,,,,,,38000.0,,1297000.0,,,,,4000.0,,,,,,,2017,2010,10.494338580502623,359.29301297983983,2.3508359289428817,5.884138247729001
4035400,11000.0,5750.0,HOLDENVILLE CITY,40,063,2545000.0,,,,,,,,,,11000.0,,2510000.0,,,,,,,,,,7000.0,28000.0,2017,2010,1.9130434782608696,442.60869565217394,0.6486954179891115,6.092686074175364
4035550,1000.0,47.0,HOLLISTER TOWN,40,141,34000.0,,,,,,,,,,1000.0,,34000.0,,,,,,,,,,,,2017,2010,21.27659574468085,723.4042553191489,3.0576076772720784,6.58396820188824
4035850,163000.0,3508.0,HOMINY CITY,40,113,522000.0,,,,,,,,,,163000.0,,516000.0,,,,,6000.0,,,,,,,2017,2010,46.46522234891676,148.80273660205245,3.838704126296826,5.002621513372702
4036150,2054000.0,791.0,HOWE TOWN,40,079,3710000.0,231000.0,,,,,,,,1823000.0,,,3557000.0,,,,,70000.0,,,,,49000.0,34000.0,2017,2010,2596.7130214917825,4690.265486725663,7.862001701702987,8.453244466815963
4036300,2054000.0,5224.0,HUGO CITY,40,023,3710000.0,231000.0,,,,,,,,1823000.0,,,3557000.0,,,,,70000.0,,,,,49000.0,34000.0,2017,2010,393.1852986217458,710.1837672281777,5.974280998514374,6.565523763627351
4036750,1278000.0,7007.0,IDABEL CITY,40,089,3966000.0,187000.0,,,65000.0,,,,,,1026000.0,,3837000.0,,,,,89000.0,,,,,,40000.0,2017,2010,182.38903953189669,566.0054231482803,5.206141985549083,6.338603659691344
4037410,1000.0,51.0,IXL TOWN,40,107,36000.0,,,,,,,,,,1000.0,,36000.0,,,,,,,,,,,,2017,2010,19.607843137254903,705.8823529411765,2.9759296462578115,6.5594485847139214
4038800,174000.0,378.0,KAW CITY CITY,40,071,63000.0,,,,,,,,,174000.0,,,63000.0,,,,,,,,,,,,2017,2010,460.3174603174603,166.66666666666666,6.131916382577078,5.115995809754082
4039150,4000.0,142.0,KENDRICK TOWN,40,081,103000.0,,,,,,,,,,4000.0,,102000.0,,,,,,,,,,1000.0,,2017,2010,28.169014084507044,725.3521126760563,3.338222582500767,6.586657209610512
4039550,135000.0,438.0,KETCHUM TOWN,40,035,191000.0,135000.0,,,,,,,,,,,191000.0,,,,,,,,,,,,2017,2010,308.2191780821918,436.0730593607306,5.73081114704412,6.077809796652321
4039850,108000.0,4865.0,KINGFISHER CITY,40,073,6609000.0,,,,,,,,,,108000.0,,6574000.0,,,,,21000.0,,,,,14000.0,,2017,2010,22.199383350462487,1358.4789311408017,3.1000645114862513,7.214120919832484
4039900,49000.0,1632.0,KINGSTON TOWN,40,095,1202000.0,,,,,,,,,,49000.0,,1188000.0,,,,,,,,,,14000.0,,2017,2010,30.024509803921568,736.5196078431372,3.4020140415687115,6.6019358585532375
4040700,19000.0,651.0,LAHOMA TOWN,40,047,110000.0,,,,,,,,,,19000.0,,105000.0,,,,,,,,,,5000.0,,2017,2010,29.185867895545314,168.97081413210446,3.3736846159400082,5.129726002565984
4041350,10000.0,411.0,LAMONT TOWN,40,053,56000.0,,,,,10000.0,,,,,,,56000.0,,,,,,,,,,,,2017,2010,24.330900243309003,136.2530413625304,3.191747157479948,4.914513755221051
4041500,8000.0,821.0,LANGLEY TOWN,40,097,902000.0,,,,,,,,,,8000.0,,901000.0,,,,,,,,,,1000.0,,2017,2010,9.7442143727162,1098.6601705237515,2.2766737112095448,7.001846689592332
4041850,3648000.0,96655.0,LAWTON CITY,40,031,55564000.0,1604000.0,,,,65000.0,818000.0,,,400000.0,761000.0,3755000.0,49404000.0,,,,,1523000.0,,,,,882000.0,,2017,2010,37.742486162123015,574.8693807873364,3.6307864138205668,6.354142851143624
4043150,42000.0,2830.0,LINDSAY CITY,40,049,2878000.0,31000.0,,,,,,,,,11000.0,,2869000.0,,,,,,,,,,1000.0,8000.0,2017,2010,14.840989399293287,1016.9611307420495,2.697392906628222,6.924574175792167
4043750,138000.0,5213.0,LONE GROVE CITY,40,019,1346000.0,,,,,,138000.0,,,,,,1314000.0,,,,,,,,,,,32000.0,2017,2010,26.47228083637061,258.2006522156148,3.276098179371236,5.553737004418704
4043850,12000.0,419.0,LONE WOLF TOWN,40,075,58000.0,,,,,,,,,,12000.0,,55000.0,,,,,,,,,,3000.0,,2017,2010,28.639618138424822,138.42482100238664,3.3547910088479997,4.9303273696064185
4044300,40000.0,81.0,LOYAL TOWN,40,073,11000.0,,,,,,,,,,40000.0,8000.0,3000.0,,,,,,,,,,,,2017,2010,493.82716049382714,135.80246913580248,6.202185578423634,4.911201397108069
4044800,1774000.0,18310.0,MCALESTER CITY,40,121,15434000.0,80000.0,,,416000.0,,1000000.0,,,,278000.0,,14690000.0,,,,,656000.0,,,,,88000.0,,2017,2010,96.88694702348444,842.9273620972147,4.573544804183106,6.7368807883311295
4045750,58000.0,3923.0,MADILL CITY,40,095,2805000.0,,,,,,,,,,58000.0,,2766000.0,,,,,4000.0,,,,,35000.0,,2017,2010,14.784603619678817,715.0140198827428,2.6935863433190037,6.5723021507293815
4046000,3000.0,103.0,MANCHESTER TOWN,40,053,74000.0,,,,,,,,,,3000.0,,73000.0,,,,,,,,,,1000.0,,2017,2010,29.12621359223301,718.4466019417475,3.371638579420611,6.577091383956671
4046050,2000.0,2910.0,MANGUM CITY,40,055,623000.0,2000.0,,,,,,,,,,,597000.0,,,,,,,,,,,26000.0,2017,2010,0.6872852233676976,214.0893470790378,-0.37500590062345585,5.366393437604052
4046200,14000.0,3121.0,MANNFORD TOWN,40,037,1176000.0,,,,,,,,,,14000.0,,1176000.0,,,,,,,,,,,,2017,2010,4.485741749439282,376.8023069528997,1.5009038663266163,5.93172066516993
4046300,26000.0,850.0,MANNSVILLE TOWN,40,069,630000.0,,,,,,,,,,26000.0,,623000.0,,,,,,,,,,7000.0,,2017,2010,30.58823529411765,741.1764705882352,3.420615467519257,6.608238748883354
4046450,7000.0,252.0,MARBLE CITY TOWN,40,135,183000.0,,,,,,,,,,7000.0,,181000.0,,,,,,,,,,2000.0,,2017,2010,27.77777777777778,726.1904761904761,3.324236340526027,6.587812344312135
4046700,5000.0,157.0,MARTHA TOWN,40,065,113000.0,,,,,,,,,,5000.0,,112000.0,,,,,,,,,,1000.0,,2017,2010,31.84713375796178,719.7452229299363,3.460947386067929,6.57889729234617
4047000,1000.0,40.0,MAY TOWN,40,059,30000.0,,,,,,,,,,1000.0,,30000.0,,,,,,,,,,,,2017,2010,25.0,750.0,3.2188758248682006,6.620073206530356
4047150,29000.0,1231.0,MAYSVILLE TOWN,40,049,318000.0,,,,,,,,,,29000.0,,318000.0,,,,,,,,,,,,2017,2010,23.558082859463852,258.3265637692933,3.1594689827841576,5.554224535577861
4047300,28000.0,987.0,MEDFORD CITY,40,053,702000.0,,,,,,,,,,28000.0,,694000.0,,,,,,,,,,8000.0,,2017,2010,28.368794326241133,711.2462006079028,3.345289749723859,6.567018643574467
4048000,42000.0,13611.0,MIAMI CITY,40,115,7134000.0,5000.0,,,,,,,,,37000.0,2000.0,6849000.0,,,,,216000.0,,,,,6000.0,61000.0,2017,2010,3.085739475424289,524.1348908970685,1.1267913289334317,6.261749076568901
4048350,86000.0,57249.0,MIDWEST CITY CITY,40,109,11785000.0,,,,,,86000.0,,,,,2755000.0,7826000.0,,,,,613000.0,,,,,412000.0,179000.0,2017,2010,1.502209645583329,205.8551241069713,0.40693712122062115,5.327172640337345
4048750,6000.0,1656.0,MINCO CITY,40,051,485000.0,,,,,,,,,,6000.0,,484000.0,,,,,,,,,,,1000.0,2017,2010,3.6231884057971016,292.8743961352657,1.287354413264987,5.679743834974415
4049000,4000.0,122.0,MOFFETT TOWN,40,135,87000.0,,,,,,,,,,4000.0,,86000.0,,,,,,,,,,1000.0,,2017,2010,32.78688524590164,713.1147540983607,3.490028595368771,6.569642352903465
4049200,11376000.0,60451.0,MOORE CITY,40,027,40410000.0,,,,,,11237000.0,,,,139000.0,6030000.0,33570000.0,,,,,394000.0,,,,,343000.0,73000.0,2017,2010,188.18547253147176,668.4752940398008,5.23742803252186,6.504999438551357
4049550,6000.0,1177.0,MOUNDS TOWN,40,037,324000.0,,,,,,,,,,6000.0,,322000.0,,,,,,,,,,,2000.0,2017,2010,5.097706032285472,275.2761257434155,1.6287906409499153,5.617774687514189
4050050,548000.0,38456.0,MUSKOGEE CITY,40,101,28377000.0,,,,,,,,,,548000.0,247000.0,26882000.0,,,,,930000.0,,,,,,318000.0,2017,2010,14.250052007489078,737.9082587892657,2.656760556356356,6.6038195062896206
4050100,4000.0,20226.0,MUSTANG CITY,40,017,11200000.0,,,,,,,,,,4000.0,287000.0,10706000.0,,,,,,,,,,68000.0,139000.0,2017,2010,0.19776525264511025,553.7427074063087,-1.620674544360088,6.316700151803207
4050300,588000.0,204.0,NASH TOWN,40,053,80000.0,,,,,,,,,588000.0,,,80000.0,,,,,,,,,,,,2017,2010,2882.3529411764707,392.15686274509807,7.966362233036548,5.971661919811802
4051150,95000.0,9438.0,NEWCASTLE CITY,40,087,5880000.0,,,,,,,,,,95000.0,,5697000.0,,,,,85000.0,,,,,64000.0,34000.0,2017,2010,10.065691883873702,623.0133502860775,2.309132798296345,6.4345679475884765
4051250,52000.0,2917.0,NEW CORDELL CITY,40,149,745000.0,,,,,,,,,,52000.0,,734000.0,,,,,,,,,,,11000.0,2017,2010,17.826534110387385,255.3993829276654,2.880688027695843,5.542828527493975
4052150,13000.0,6666.0,NOBLE CITY,40,027,546000.0,,,,,,,,,8000.0,5000.0,252000.0,212000.0,,,,,,,,,,82000.0,,2017,2010,1.9501950195019502,81.90819081908191,0.6679293775759888,4.405598995859357
4052450,4000.0,149.0,NORGE TOWN,40,051,110000.0,,,,,,,,,,4000.0,,109000.0,,,,,,,,,,1000.0,,2017,2010,26.845637583892618,738.255033557047,3.2901033341565684,6.604289338829094
4052500,6495000.0,120284.0,NORMAN CITY,40,027,96335000.0,,,,,414000.0,5271000.0,,,11000.0,799000.0,14740000.0,78673000.0,,,,,1760000.0,,,,,1162000.0,,2017,2010,53.99720661102059,800.8962122975624,3.988932315800717,6.685731366010877
4054200,273000.0,3247.0,OKEMAH CITY,40,107,1291000.0,233000.0,,,,,,,,,40000.0,,1277000.0,,,,,,,,,,6000.0,8000.0,2017,2010,84.07761010163227,397.5977825685248,4.4317403020642505,5.985440897725933
4055000,42501000.0,631346.0,OKLAHOMA CITY CITY,40,109,637166000.0,,,,,317000.0,39871000.0,,,,2313000.0,103227000.0,453084000.0,,,,,14221000.0,,,41530000.0,,12136000.0,12968000.0,2017,2010,67.31807915152706,1009.2184000532196,4.209428835812841,6.91693144891661
4055150,132000.0,12244.0,OKMULGEE CITY,40,111,6501000.0,126000.0,,,,,,,,,6000.0,,6352000.0,,,,,97000.0,,,,,2000.0,50000.0,2017,2010,10.78079059131003,530.953936622019,2.3777659015032047,6.274675269121302
4056900,7000.0,1370.0,PANAMA TOWN,40,079,218000.0,,,,,,,,,,7000.0,,218000.0,,,,,,,,,,,,2017,2010,5.109489051094891,159.12408759124088,1.6310994092152797,5.069684322949056
4057550,478000.0,6152.0,PAULS VALLEY CITY,40,049,7274000.0,284000.0,,,,,,,,,194000.0,210000.0,6687000.0,,,,,334000.0,,,,,43000.0,,2017,2010,77.69830949284786,1182.3797139141743,4.3528335002881136,7.075284393343591
4057650,312000.0,2160.0,PAWNEE CITY,40,117,560000.0,,,,,,,,,,312000.0,,560000.0,,,,,,,,,,,,2017,2010,144.44444444444446,259.25925925925924,4.972894966113409,5.557828562033121
4058150,4000.0,2857.0,PERKINS TOWN,40,119,876000.0,,,,,,,,,,4000.0,,858000.0,,,,,,,,,,18000.0,,2017,2010,1.400070003500175,306.6153307665383,0.33652223787125457,5.725593967687756
4058250,820000.0,5097.0,PERRY CITY,40,103,2183000.0,127000.0,,,,,,,,,693000.0,,2008000.0,,,,,175000.0,,,,,,,2017,2010,160.8789484010202,428.29115165783793,5.0806522089003945,6.059803225192039
4058700,1439000.0,7118.0,PIEDMONT CITY,40,017,2289000.0,,,,,,1145000.0,,,,294000.0,,2083000.0,,,,,,,,,,206000.0,,2017,2010,202.1635290812026,321.5790952514751,5.309076919799367,5.773243532864566
4059350,6000.0,199.0,PITTSBURG TOWN,40,121,144000.0,,,,,,,,,,6000.0,,142000.0,,,,,,,,,,2000.0,,2017,2010,30.150753768844222,723.6180904522613,3.4062099234856995,6.584263753833645
4059850,282000.0,24758.0,PONCA CITY CITY,40,071,16261000.0,177000.0,,,,,,,,,105000.0,696000.0,14860000.0,,,,,595000.0,,,,,110000.0,,2017,2010,11.39025769448259,656.7978027304306,2.432758401828495,6.487376212716104
4060500,23000.0,2453.0,PRAGUE CITY,40,081,1187000.0,,,,,,4000.0,,,,19000.0,,1185000.0,,,,,,,,,,2000.0,,2017,2010,9.37627395026498,483.8972686506319,2.2381824506527974,6.1818726293333155
4060850,14000.0,461.0,PRUE TOWN,40,113,342000.0,,,,,,,,,,14000.0,,338000.0,,,,,,,,,,4000.0,,2017,2010,30.36876355748373,741.8655097613882,3.413414565600747,6.609167973048094
4061000,48000.0,9469.0,PRYOR CREEK CITY,40,097,7921000.0,,,,,,,,,,48000.0,,7866000.0,,,,,55000.0,,,,,,,2017,2010,5.069173091139508,836.5191678107509,1.6231777059065278,6.729249434462917
4061150,311000.0,6370.0,PURCELL CITY,40,087,5681000.0,307000.0,,,,,,,,,4000.0,,5614000.0,,,,,,,,,,67000.0,,2017,2010,48.82260596546311,891.8367346938776,3.888193442595162,6.793283082973055
4061400,26000.0,906.0,QUAPAW TOWN,40,115,653000.0,,,,,,,,,,26000.0,,646000.0,,,,,,,,,,7000.0,,2017,2010,28.69757174392936,720.7505518763797,3.3568125109606397,6.580293102215589
4061650,10000.0,328.0,RALSTON TOWN,40,117,26000.0,,,,,,,,,,10000.0,,23000.0,,,,,,,,,,3000.0,,2017,2010,30.48780487804878,79.26829268292683,3.417326763592039,4.372838208619475
4062200,40000.0,143.0,REDBIRD TOWN,40,145,26000.0,,,,,,2000.0,,,38000.0,,,26000.0,,,,,,,,,,,,2017,2010,279.72027972027973,181.8181818181818,5.6337901028361665,5.2030071867437115
4064850,5000.0,161.0,ST LOUIS TOWN,40,125,116000.0,,,,,,,,,,5000.0,,115000.0,,,,,,,,,,1000.0,,2017,2010,31.055900621118013,720.4968944099379,3.4357888264317746,6.579941105104039
4065000,66000.0,8596.0,SALLISAW CITY,40,135,5916000.0,,,,,,,,,,66000.0,,5696000.0,,,,,193000.0,,,,,27000.0,,2017,2010,7.677989762680316,688.2270823638902,2.0383577632461614,6.534118845050426
4065300,312000.0,19783.0,SAND SPRINGS CITY,40,143,13886000.0,220000.0,,,,,,,,,92000.0,1676000.0,11898000.0,,,,,180000.0,,,,,132000.0,,2017,2010,15.771116615275742,701.9157862811505,2.7581802047635273,6.553813434267264
4065400,589000.0,20579.0,SAPULPA CITY,40,037,15205000.0,,,,,,53000.0,,,,536000.0,2063000.0,12738000.0,,,,,226000.0,,,,,,178000.0,2017,2010,28.621410175421545,738.8600029155936,3.354155045291175,6.605108461751053
4065500,4000.0,145.0,SASAKWA TOWN,40,133,103000.0,,,,,,,,,,4000.0,,102000.0,,,,,,,,,,1000.0,,2017,2010,27.586206896551722,710.3448275862069,3.3173158976814534,6.5657505247911985
